Vgs	Id
0.26	0.0
0.27	9.92747327470511e-08
0.28	3.98151298819418e-07
0.29000000000000004	8.902834265650233e-07
0.30000000000000004	1.5909009036852768e-06
0.31000000000000005	2.466704731898919e-06
0.32000000000000006	3.5964447338382894e-06
0.33000000000000007	4.906862109291515e-06
0.3400000000000001	6.32748472928711e-06
0.3500000000000001	8.096050517208592e-06
0.3600000000000001	9.972715895319146e-06
0.3700000000000001	1.2035290952336364e-05
0.3800000000000001	1.4295244386425574e-05
0.3900000000000001	1.6889549461327115e-05
0.40000000000000013	1.9614001485508936e-05
0.41000000000000014	2.248422477844935e-05
0.42000000000000015	2.55911007183823e-05
0.43000000000000016	2.857081416849884e-05
0.44000000000000017	3.223749951269548e-05
0.4500000000000002	3.563618454781532e-05
0.4600000000000002	3.9631611914797655e-05
0.4700000000000002	4.444780313454083e-05
0.4800000000000002	4.762817867295621e-05
0.4900000000000002	5.2034047447484666e-05
0.5000000000000002	5.7289734950079975e-05
0.5100000000000002	6.195847982738906e-05
0.5200000000000002	6.717739075079665e-05
0.5300000000000002	7.282819508220695e-05
0.5400000000000003	7.791774037741147e-05
0.5500000000000003	8.466454534156939e-05
0.5600000000000003	9.022548956171765e-05
0.5700000000000003	9.600828657686871e-05
0.5800000000000003	0.00010257690915428147
0.5900000000000003	0.00010744043013437355
0.6000000000000003	0.0001149564404410014
0.6100000000000003	0.00012126856078201444
0.6200000000000003	0.00012845874525018347
0.6300000000000003	0.00013552321960075882
0.6400000000000003	0.00014409625207359236
0.6500000000000004	0.00015135515097839427
0.6600000000000004	0.00015994370878477852
0.6700000000000004	0.00016862748860847144
0.6800000000000004	0.00017548370298177876
0.6900000000000004	0.00018403020490098592
0.7000000000000004	0.00019335628034237922
0.7100000000000004	0.00020111108543362756
0.7200000000000004	0.00021236593137406127
0.7300000000000004	0.0002204654300079724
0.7400000000000004	0.00022966205536758082
0.7500000000000004	0.00023757443978695213
0.7600000000000005	0.00025001022003182723
0.7700000000000005	0.00025975915152057536
0.7800000000000005	0.0002665246793445447
0.7900000000000005	0.0002745211304300027
0.8000000000000005	0.00029090050212930306
0.8100000000000005	0.00030280464499144203
0.8200000000000005	0.00031229240169487304
0.8300000000000005	0.00032243410078301054
0.8400000000000005	0.00033279554828951155
0.8500000000000005	0.00034749758322736804
0.8600000000000005	0.00036208320780741025
0.8700000000000006	0.00036976417409654053
0.8800000000000006	0.0003785067909175956
0.8900000000000006	0.0003911755209009331
0.9000000000000006	0.00041256799926175317
0.9100000000000006	0.0004193464713100993
0.9200000000000006	0.00043106063652295656
0.9300000000000006	0.00044277827656838815
0.9400000000000006	0.00046763658087916487
0.9500000000000006	0.00047439383033666367
0.9600000000000006	0.0004892749874376032
0.9700000000000006	0.0004986791649511794
0.9800000000000006	0.0005163603551035959
0.9900000000000007	0.0005346310630512059
1.0000000000000007	0.0005463444243032897
1.0100000000000007	0.0005612374726478595
1.0200000000000007	0.0005717860497666438
1.0300000000000007	0.0005861123601209857
1.0400000000000007	0.00060724393239965
1.0500000000000007	0.0006228436696250865
1.0600000000000007	0.0006420597445011775
1.0700000000000007	0.0006544973352709611
1.0800000000000007	0.0006727032530853642
1.0900000000000007	0.0007039263697572871
1.1000000000000008	0.0007053373044128777
1.1100000000000008	0.0007023675146120886
1.1200000000000008	0.0007391715524030788
1.1300000000000008	0.0007530280887679746
1.1400000000000008	0.0007619590110132066
1.1500000000000008	0.0007957314360410249
1.1600000000000008	0.0008112335509162386
1.1700000000000008	0.0008195248938669807
1.1800000000000008	0.0008474620435919624
1.1900000000000008	0.0008548501659476678
